id_inventario,id_producto,id_sucursal,fecha,stock_actual,stock_minimo,entradas_dia,salidas_dia
5468,195,4,2025-12-18,72,7,36,58
5469,569,9,2025-12-18,129,30,35,32
5470,83,15,2025-12-18,50,10,34,4
5471,161,13,2025-12-18,75,28,14,17
5472,773,2,2025-12-18,115,24,29,47
5473,8,8,2025-12-18,179,29,38,41
5474,236,7,2025-12-18,179,6,48,39
5475,417,14,2025-12-18,81,18,2,50
5476,225,2,2025-12-18,199,20,2,7
5477,787,1,2025-12-18,60,28,47,34
5478,607,3,2025-12-18,153,10,1,13
5479,8,2,2025-12-18,13,11,23,34
5480,443,4,2025-12-18,147,8,9,28
5481,281,5,2025-12-18,94,24,6,33
5482,286,4,2025-12-18,17,24,30,0
5483,216,9,2025-12-18,16,13,27,49
5484,190,13,2025-12-18,37,13,43,15
5485,172,7,2025-12-18,149,27,36,3
5486,67,7,2025-12-18,16,13,19,34
5487,294,2,2025-12-18,139,16,41,4
5488,12,14,2025-12-18,157,20,21,38
5489,465,9,2025-12-18,193,17,18,11
5490,13,9,2025-12-18,222,27,38,33
5491,433,2,2025-12-18,184,8,32,2
5492,188,15,2025-12-18,56,7,7,50
5493,81,14,2025-12-18,108,24,7,59
5494,702,10,2025-12-18,197,20,23,54
5495,132,1,2025-12-18,128,24,23,53
5496,682,6,2025-12-18,63,16,47,39
5497,628,4,2025-12-18,134,15,37,29
5498,57,11,2025-12-18,64,18,4,42
5499,604,15,2025-12-18,150,12,31,48
5500,796,2,2025-12-18,109,21,40,56
5501,794,13,2025-12-18,5,8,1,30
5502,586,6,2025-12-18,184,15,27,15
5503,358,11,2025-12-18,84,13,0,40
5504,358,10,2025-12-18,85,13,0,59
5505,627,12,2025-12-18,10,29,25,9
5506,783,3,2025-12-18,15,18,44,14
5507,494,15,2025-12-18,4,6,7,40
5508,66,13,2025-12-18,210,13,47,39
5509,441,15,2025-12-18,211,27,34,48
5510,678,15,2025-12-18,67,19,43,54
5511,560,6,2025-12-18,224,27,43,44
5512,225,4,2025-12-18,36,24,2,26
5513,389,3,2025-12-18,175,17,9,34
5514,598,12,2025-12-18,122,14,27,19
5515,183,3,2025-12-18,81,8,24,8
5516,311,8,2025-12-18,46,24,0,36
5517,94,3,2025-12-18,56,29,23,25
5518,527,8,2025-12-18,29,21,22,30
5519,381,2,2025-12-18,202,18,20,2
5520,533,2,2025-12-18,84,18,18,24
5521,585,4,2025-12-18,87,25,8,30
5522,214,8,2025-12-18,88,28,10,7
5523,480,5,2025-12-18,90,12,23,60
5524,696,1,2025-12-18,197,5,12,17
5525,6,12,2025-12-18,156,10,37,1
5526,25,7,2025-12-18,37,5,10,57
5527,674,8,2025-12-18,5,6,18,29
5528,604,14,2025-12-18,153,10,6,43
5529,631,10,2025-12-18,100,16,42,37
5530,323,4,2025-12-18,95,28,6,12
5531,348,15,2025-12-18,113,13,4,23
5532,353,6,2025-12-18,41,11,3,42
5533,172,10,2025-12-18,163,22,22,20
5534,651,4,2025-12-18,91,28,40,5
5535,96,3,2025-12-18,105,21,0,31
5536,736,5,2025-12-18,147,27,10,14
5537,572,15,2025-12-18,53,20,18,35
5538,736,6,2025-12-18,37,10,20,48
5539,278,15,2025-12-18,57,10,19,33
5540,494,13,2025-12-18,85,8,21,4
5541,669,9,2025-12-18,213,17,49,49
5542,67,5,2025-12-18,179,12,25,13
5543,432,8,2025-12-18,52,28,18,25
5544,164,8,2025-12-18,114,27,39,37
5545,167,8,2025-12-18,133,7,8,51
5546,783,10,2025-12-18,130,22,24,56
5547,529,8,2025-12-18,178,9,32,32
5548,330,8,2025-12-18,31,15,49,14
5549,442,12,2025-12-18,108,16,36,39
5550,261,11,2025-12-18,209,15,44,47
5551,579,7,2025-12-18,66,11,11,38
5552,263,2,2025-12-18,104,6,8,19
5553,152,7,2025-12-18,176,21,19,36
5554,331,14,2025-12-18,31,10,18,55
5555,511,5,2025-12-18,221,29,42,6
5556,499,1,2025-12-18,205,21,11,43
5557,452,3,2025-12-18,74,10,27,58
5558,443,11,2025-12-18,51,26,9,26
5559,61,2,2025-12-18,168,30,50,39
5560,9,9,2025-12-18,8,7,33,40
5561,210,2,2025-12-18,163,10,32,56
5562,544,11,2025-12-18,169,27,29,34
5563,153,12,2025-12-18,90,17,42,57
5564,397,10,2025-12-18,202,8,23,4
5565,681,15,2025-12-18,127,14,44,34
5566,482,12,2025-12-18,137,17,2,33
5567,7,9,2025-12-18,187,6,23,59
5568,369,14,2025-12-18,43,30,43,23
5569,109,13,2025-12-18,169,14,20,29
5570,36,9,2025-12-18,208,25,2,21
5571,58,1,2025-12-18,129,29,34,24
5572,534,2,2025-12-18,221,24,15,19
5573,67,13,2025-12-18,81,30,5,18
5574,515,3,2025-12-18,180,9,43,57
5575,495,6,2025-12-18,200,21,19,52
5576,201,2,2025-12-18,171,28,18,13
5577,630,6,2025-12-18,89,5,34,39
5578,341,3,2025-12-18,177,25,45,18
5579,607,14,2025-12-18,158,7,1,17
5580,129,5,2025-12-18,137,24,38,5
5581,152,15,2025-12-18,97,6,27,2
5582,69,2,2025-12-18,131,23,36,45
5583,687,2,2025-12-18,35,28,35,7
5584,13,10,2025-12-18,45,13,13,22
5585,43,5,2025-12-18,207,20,7,42
5586,184,13,2025-12-18,207,30,48,8
5587,369,11,2025-12-18,180,19,22,57
5588,518,3,2025-12-18,164,10,10,10
5589,19,9,2025-12-18,166,25,39,54
5590,732,11,2025-12-18,34,11,39,45
5591,731,3,2025-12-18,211,18,45,31
5592,123,3,2025-12-18,209,17,35,23
5593,38,15,2025-12-18,74,19,23,31
5594,227,4,2025-12-18,154,8,25,33
5595,22,9,2025-12-18,192,13,29,48
5596,19,11,2025-12-18,154,17,36,40
5597,259,14,2025-12-18,24,5,31,10
5598,261,14,2025-12-18,139,9,5,22
5599,181,11,2025-12-18,6,15,1,8
5600,38,10,2025-12-18,123,21,26,39
5601,592,3,2025-12-17,3,9,14,11
5602,719,12,2025-12-17,80,14,29,23
5603,485,11,2025-12-17,62,29,7,45
5604,237,2,2025-12-17,156,12,5,5
5605,374,5,2025-12-17,161,28,5,43
5606,418,14,2025-12-17,158,21,30,36
5607,278,13,2025-12-17,96,16,35,29
5608,42,9,2025-12-17,117,8,48,51
5609,458,13,2025-12-17,108,18,1,37
5610,675,4,2025-12-17,91,28,17,24
5611,432,13,2025-12-17,8,24,41,56
5612,192,9,2025-12-17,203,9,36,28
5613,395,2,2025-12-17,209,21,29,51
5614,90,12,2025-12-17,147,8,34,60
5615,57,14,2025-12-17,108,24,14,29
5616,166,1,2025-12-17,165,21,8,54
5617,513,5,2025-12-17,67,29,1,32
5618,499,3,2025-12-17,109,17,42,33
5619,294,9,2025-12-17,192,17,16,18
5620,492,13,2025-12-17,115,14,45,37
5621,538,7,2025-12-17,90,6,26,26
5622,497,7,2025-12-17,34,9,42,51
5623,51,5,2025-12-17,85,16,13,50
5624,198,5,2025-12-17,54,9,50,31
5625,100,3,2025-12-17,208,25,27,14
5626,140,10,2025-12-17,174,27,0,3
5627,87,11,2025-12-17,223,26,16,3
5628,528,12,2025-12-17,77,18,10,39
5629,125,15,2025-12-17,180,17,46,44
5630,123,15,2025-12-17,33,18,24,56
5631,128,3,2025-12-17,80,19,14,36
5632,13,1,2025-12-17,176,24,29,59
5633,286,1,2025-12-17,205,29,35,15
5634,281,9,2025-12-17,204,22,26,59
5635,105,1,2025-12-17,192,29,33,29
5636,97,5,2025-12-17,125,10,39,28
5637,621,14,2025-12-17,137,6,9,56
5638,608,15,2025-12-17,163,21,34,18
5639,274,9,2025-12-17,83,28,8,42
5640,527,1,2025-12-17,189,28,5,24
5641,465,4,2025-12-17,136,12,7,17
5642,543,8,2025-12-17,212,12,1,3
5643,341,7,2025-12-17,80,27,9,41
5644,404,2,2025-12-17,105,19,23,22
5645,237,6,2025-12-17,42,27,10,49
5646,784,4,2025-12-17,56,24,39,13
5647,132,10,2025-12-17,87,29,23,34
5648,192,4,2025-12-17,137,13,24,12
5649,67,2,2025-12-17,125,7,23,5
5650,57,10,2025-12-17,181,29,49,46
5651,800,12,2025-12-17,72,13,39,32
5652,792,10,2025-12-17,66,21,13,27
5653,559,14,2025-12-17,75,23,17,13
5654,140,15,2025-12-17,68,11,46,2
5655,697,6,2025-12-17,185,19,40,21
5656,41,1,2025-12-17,59,28,35,3
5657,116,11,2025-12-17,74,23,41,53
5658,30,11,2025-12-17,63,11,46,13
5659,38,6,2025-12-17,24,13,9,38
5660,108,12,2025-12-17,107,14,50,33
5661,536,7,2025-12-17,156,6,39,29
5662,26,15,2025-12-17,116,29,1,39
5663,442,8,2025-12-17,138,26,24,4
5664,403,3,2025-12-17,191,25,44,1
5665,604,1,2025-12-17,63,17,50,17
5666,14,7,2025-12-17,20,14,6,23
5667,538,2,2025-12-17,87,10,21,15
5668,69,7,2025-12-17,23,14,5,25
5669,511,6,2025-12-17,72,25,14,5
5670,128,14,2025-12-17,124,22,27,41
5671,299,9,2025-12-17,188,13,37,25
5672,635,5,2025-12-17,173,24,39,30
5673,28,13,2025-12-17,9,17,37,30
5674,497,8,2025-12-17,196,24,37,45
5675,691,14,2025-12-17,78,23,18,39
5676,681,8,2025-12-17,201,26,44,55
5677,773,7,2025-12-17,87,19,17,42
5678,311,14,2025-12-17,30,14,49,18
5679,534,1,2025-12-17,55,27,41,14
5680,352,8,2025-12-17,100,26,43,6
5681,23,11,2025-12-17,118,28,18,6
5682,429,12,2025-12-17,101,8,7,23
5683,488,5,2025-12-17,8,11,42,43
5684,389,11,2025-12-17,168,21,6,6
5685,492,10,2025-12-17,53,5,5,59
5686,235,1,2025-12-17,93,15,18,4
5687,395,7,2025-12-17,120,7,48,43
5688,85,14,2025-12-17,36,15,5,38
5689,758,1,2025-12-17,113,8,27,16
5690,9,6,2025-12-17,19,8,46,47
5691,152,3,2025-12-17,164,20,18,34
5692,649,14,2025-12-17,193,19,28,21
5693,403,4,2025-12-17,67,10,40,36
5694,292,13,2025-12-17,171,30,37,8
5695,83,3,2025-12-17,7,16,15,23
5696,192,7,2025-12-17,43,27,36,6
5697,494,12,2025-12-17,118,27,27,27
5698,772,12,2025-12-17,27,12,9,39
5699,558,7,2025-12-17,128,7,3,10
5700,381,12,2025-12-17,21,19,14,9
5701,336,7,2025-12-17,24,15,12,56
5702,583,3,2025-12-17,102,9,49,42
5703,286,3,2025-12-17,19,21,19,15
5704,311,9,2025-12-17,155,27,38,12
5705,488,9,2025-12-17,150,26,9,54
5706,429,5,2025-12-17,209,19,3,11
5707,58,14,2025-12-17,191,11,33,26
5708,572,3,2025-12-17,225,30,43,57
5709,269,4,2025-12-17,132,28,42,39
5710,183,11,2025-12-17,60,25,6,31
5711,510,4,2025-12-17,132,27,29,9
5712,405,7,2025-12-17,140,8,40,25
5713,25,10,2025-12-17,139,8,19,26
5714,418,13,2025-12-17,131,25,49,47
5715,220,10,2025-12-17,48,23,21,46
5716,627,13,2025-12-17,118,20,36,57
5717,277,3,2025-12-17,25,19,42,29
5718,401,2,2025-12-17,10,10,2,47
5719,100,6,2025-12-17,184,5,25,40
5720,169,4,2025-12-17,59,13,31,34
5721,220,9,2025-12-17,63,5,11,47
5722,547,7,2025-12-17,177,21,42,16
5723,161,3,2025-12-17,80,28,9,18
5724,417,2,2025-12-17,197,25,10,2
5725,417,10,2025-12-17,130,18,5,2
5726,610,13,2025-12-17,205,26,45,28
5727,702,12,2025-12-17,107,29,28,48
5728,259,6,2025-12-17,51,14,4,60
5729,223,10,2025-12-17,177,28,26,19
5730,225,13,2025-12-17,177,29,20,38
5731,294,8,2025-12-17,50,18,14,55
5732,226,2,2025-12-17,43,26,1,18
5733,559,9,2025-12-17,110,30,17,7
5734,760,1,2025-12-17,77,23,43,12
5735,505,6,2025-12-17,39,24,2,38
5736,731,1,2025-12-17,110,6,17,45
5737,227,10,2025-12-17,91,5,37,20
5738,292,5,2025-12-17,131,17,42,19
5739,181,3,2025-12-17,98,14,18,12
5740,128,5,2025-12-17,132,6,48,39
5741,530,1,2025-12-17,171,18,30,51
5742,528,3,2025-12-17,138,18,10,40
5743,569,14,2025-12-17,108,27,35,3
5744,671,13,2025-12-17,36,17,38,19
5745,644,12,2025-12-17,71,18,14,40
5746,643,11,2025-12-17,155,13,26,57
5747,185,4,2025-12-17,96,28,50,52
5748,58,8,2025-12-17,187,9,9,7
5749,363,5,2025-12-17,181,30,28,50
5750,565,11,2025-12-17,10,24,27,20
5751,258,2,2025-12-17,65,19,47,44
5752,359,2,2025-12-17,71,29,36,3
5753,95,10,2025-12-17,135,28,5,57
5754,569,3,2025-12-17,18,23,30,14
5755,295,15,2025-12-17,49,19,9,17
5756,631,9,2025-12-17,205,27,25,9
5757,356,15,2025-12-17,53,17,12,0
5758,552,7,2025-12-17,166,28,29,17
5759,125,3,2025-12-17,54,24,41,38
5760,351,8,2025-12-17,51,18,40,46
5761,697,7,2025-12-17,126,5,28,27
5762,398,4,2025-12-17,171,10,30,0
5763,534,7,2025-12-17,30,17,1,40
5764,617,11,2025-12-17,115,26,5,48
5765,691,7,2025-12-17,189,6,42,24
5766,403,2,2025-12-17,106,20,16,54
5767,299,4,2025-12-17,52,18,43,52
5768,610,8,2025-12-17,162,26,22,14
5769,731,7,2025-12-17,85,21,36,37
5770,129,15,2025-12-17,133,5,47,15
5771,252,15,2025-12-17,79,19,46,31
5772,718,13,2025-12-17,50,17,8,1
5773,567,10,2025-12-17,44,27,19,30
5774,30,6,2025-12-17,132,25,35,30
5775,432,14,2025-12-17,110,15,6,9
5776,172,12,2025-12-17,3,6,46,34
5777,132,11,2025-12-17,144,28,40,1
5778,363,15,2025-12-17,178,7,7,25
5779,600,15,2025-12-17,144,10,27,56
5780,278,14,2025-12-17,17,11,8,8
5781,296,3,2025-12-17,177,7,9,23
5782,259,3,2025-12-17,165,5,1,31
5783,100,2,2025-12-17,63,8,42,56
5784,129,2,2025-12-17,178,25,33,25
5785,150,5,2025-12-17,33,27,24,57
5786,773,12,2025-12-17,151,5,39,25
5787,751,8,2025-12-17,93,20,44,52
5788,343,5,2025-12-17,138,23,27,44
5789,499,12,2025-12-17,26,23,48,54
5790,115,2,2025-12-17,106,6,11,44
5791,88,11,2025-12-17,170,13,3,2
5792,82,9,2025-12-17,171,13,22,54
5793,437,6,2025-12-17,126,20,17,15
5794,352,1,2025-12-17,208,16,40,33
5795,185,2,2025-12-17,59,10,23,45
5796,442,14,2025-12-17,199,26,18,35
5797,706,6,2025-12-17,221,28,44,55
5798,265,5,2025-12-17,157,21,28,21
5799,295,9,2025-12-17,29,11,42,20
5800,397,12,2025-12-17,37,18,15,30
5801,220,6,2025-12-17,211,11,17,16
5802,609,11,2025-12-17,6,12,21,49
5803,649,6,2025-12-17,189,10,18,18
5804,281,15,2025-12-17,137,6,17,14
5805,183,6,2025-12-17,99,10,33,33
5806,442,7,2025-12-17,169,30,29,45
5807,697,3,2025-12-17,116,20,45,15
5808,351,6,2025-12-17,55,23,20,24
5809,799,10,2025-12-17,6,11,43,0
5810,183,12,2025-12-17,6,11,17,47
5811,265,15,2025-12-17,186,17,17,17
5812,552,15,2025-12-17,161,21,32,37
5813,485,9,2025-12-17,204,25,15,38
5814,5,5,2025-12-17,173,20,47,54
5815,651,11,2025-12-17,146,21,6,23
5816,441,12,2025-12-17,179,8,34,2
5817,610,9,2025-12-17,190,20,15,10
5818,627,8,2025-12-17,182,14,49,39
5819,237,13,2025-12-17,16,7,50,41
5820,336,15,2025-12-17,210,22,2,24
5821,661,14,2025-12-17,168,12,29,15
5822,239,8,2025-12-17,104,15,31,39
5823,71,1,2025-12-17,39,13,16,28
5824,376,6,2025-12-17,157,18,45,9
5825,186,14,2025-12-17,6,5,28,60
5826,601,2,2025-12-17,89,28,11,4
5827,766,1,2025-12-17,61,10,32,34
5828,490,15,2025-12-17,41,6,16,55
5829,766,15,2025-12-17,202,6,23,17
5830,225,12,2025-12-17,187,15,4,47
5831,597,10,2025-12-17,36,7,32,44
5832,603,3,2025-12-17,110,11,39,7
5833,505,7,2025-12-17,152,26,27,21
5834,706,1,2025-12-17,165,22,44,12
5835,3,9,2025-12-17,106,24,49,34
5836,237,10,2025-12-17,65,25,25,47
5837,706,4,2025-12-17,15,16,3,39
5838,332,11,2025-12-17,91,22,24,41
5839,605,7,2025-12-17,47,16,26,28
5840,222,11,2025-12-17,219,28,3,11
5841,461,11,2025-12-17,153,18,24,22
5842,786,12,2025-12-17,28,15,45,1
5843,569,13,2025-12-17,10,11,17,17
5844,192,15,2025-12-17,146,26,42,12
5845,59,13,2025-12-17,65,10,2,30
5846,32,3,2025-12-17,188,9,22,13
5847,184,10,2025-12-17,182,26,42,20
5848,236,12,2025-12-17,44,12,31,31
5849,231,6,2025-12-17,157,5,42,60
5850,523,7,2025-12-17,136,23,44,1
5851,404,4,2025-12-17,124,22,16,19
5852,796,4,2025-12-17,31,19,27,1
5853,404,10,2025-12-17,30,26,23,10
5854,8,7,2025-12-17,50,23,13,33
5855,4,12,2025-12-17,91,12,21,2
5856,374,13,2025-12-17,7,9,7,0
5857,765,9,2025-12-17,74,5,31,11
5858,606,8,2025-12-17,153,30,38,52
5859,123,14,2025-12-17,58,15,39,16
5860,755,11,2025-12-17,198,22,36,57
5861,292,7,2025-12-17,122,12,27,51
5862,57,12,2025-12-17,183,23,38,23
5863,39,13,2025-12-17,197,6,20,46
5864,552,3,2025-12-17,162,5,46,3
5865,58,15,2025-12-17,116,19,7,46
5866,603,13,2025-12-17,45,17,41,0
5867,644,14,2025-12-17,22,18,12,19
5868,195,4,2025-12-17,99,12,40,10
5869,569,9,2025-12-17,150,8,21,45
5870,83,15,2025-12-17,50,21,30,33
5871,161,13,2025-12-17,95,21,24,44
5872,773,2,2025-12-17,33,26,44,45
5873,8,8,2025-12-17,178,15,49,23
5874,236,7,2025-12-17,10,17,38,17
5875,417,14,2025-12-17,28,5,22,20
5876,225,2,2025-12-17,140,14,39,56
5877,787,1,2025-12-17,60,16,11,0
5878,607,3,2025-12-17,60,14,50,18
5879,8,2,2025-12-17,110,20,18,15
5880,443,4,2025-12-17,24,7,30,16
5881,281,5,2025-12-17,122,8,20,1
5882,286,4,2025-12-17,117,6,19,29
5883,216,9,2025-12-17,75,8,32,16
5884,190,13,2025-12-17,116,24,12,7
5885,172,7,2025-12-17,113,23,2,22
5886,67,7,2025-12-17,171,16,23,12
5887,294,2,2025-12-17,62,29,45,39
5888,12,14,2025-12-17,23,15,13,19
5889,465,9,2025-12-17,38,24,2,26
5890,13,9,2025-12-17,69,15,37,39
5891,433,2,2025-12-17,90,10,32,15
5892,188,15,2025-12-17,165,20,27,29
5893,81,14,2025-12-17,97,10,16,52
5894,702,10,2025-12-17,220,25,13,3
5895,132,1,2025-12-17,44,7,2,40
5896,682,6,2025-12-17,17,18,14,25
5897,628,4,2025-12-17,20,14,36,38
5898,57,11,2025-12-17,34,14,20,20
5899,604,15,2025-12-17,115,22,8,56
5900,796,2,2025-12-17,57,7,48,22
5901,794,13,2025-12-17,176,9,10,46
5902,586,6,2025-12-17,155,16,8,29
5903,358,11,2025-12-17,102,5,7,49
5904,358,10,2025-12-17,0,6,45,36
5905,627,12,2025-12-17,98,14,21,18
5906,783,3,2025-12-17,199,21,41,45
5907,494,15,2025-12-17,131,20,14,44
5908,66,13,2025-12-17,78,7,17,42
5909,441,15,2025-12-17,56,17,43,47
5910,678,15,2025-12-17,111,15,2,10
5911,560,6,2025-12-17,39,30,39,3
5912,225,4,2025-12-17,33,21,45,8
5913,389,3,2025-12-17,122,17,34,52
5914,598,12,2025-12-17,87,8,39,57
5915,183,3,2025-12-17,202,22,50,13
5916,311,8,2025-12-17,62,21,13,58
5917,94,3,2025-12-17,136,30,24,53
5918,527,8,2025-12-17,155,5,12,53
5919,381,2,2025-12-17,71,22,22,13
5920,533,2,2025-12-17,199,18,32,9
5921,585,4,2025-12-17,108,5,31,1
5922,214,8,2025-12-17,45,6,1,13
5923,480,5,2025-12-17,132,6,50,57
5924,696,1,2025-12-17,154,21,48,8
5925,6,12,2025-12-17,115,10,15,15
5926,25,7,2025-12-17,44,27,32,35
5927,674,8,2025-12-17,22,13,15,9
5928,604,14,2025-12-17,220,27,14,10
5929,631,10,2025-12-17,34,18,8,33
5930,323,4,2025-12-17,93,23,15,52
5931,348,15,2025-12-17,213,23,19,11
5932,353,6,2025-12-17,74,16,28,57
5933,172,10,2025-12-17,143,21,30,43
5934,651,4,2025-12-17,25,6,6,14
5935,96,3,2025-12-17,195,25,39,29
5936,736,5,2025-12-17,191,13,38,5
5937,572,15,2025-12-17,183,24,28,40
5938,736,6,2025-12-17,197,28,45,18
5939,278,15,2025-12-17,86,17,29,3
5940,494,13,2025-12-17,0,18,35,35
5941,669,9,2025-12-17,174,12,32,58
5942,67,5,2025-12-17,170,19,37,19
5943,432,8,2025-12-17,114,20,26,59
5944,164,8,2025-12-17,163,30,22,11
5945,167,8,2025-12-17,223,25,24,29
5946,783,10,2025-12-17,29,13,7,45
5947,529,8,2025-12-17,177,23,41,18
5948,330,8,2025-12-17,146,30,44,33
5949,442,12,2025-12-17,62,26,23,50
5950,261,11,2025-12-17,32,22,40,44
5951,579,7,2025-12-17,218,26,31,55
5952,263,2,2025-12-17,208,12,21,45
5953,152,7,2025-12-17,46,23,7,54
5954,331,14,2025-12-17,152,5,18,11
5955,511,5,2025-12-17,186,11,3,2
5956,499,1,2025-12-17,105,25,42,6
5957,452,3,2025-12-17,80,8,44,28
5958,443,11,2025-12-17,54,18,18,47
5959,61,2,2025-12-17,191,21,14,15
5960,9,9,2025-12-17,178,23,49,24
5961,210,2,2025-12-17,161,21,49,10
5962,544,11,2025-12-17,200,15,0,47
5963,153,12,2025-12-17,151,5,40,56
5964,397,10,2025-12-17,45,26,39,50
5965,681,15,2025-12-17,148,13,12,53
5966,482,12,2025-12-17,178,26,45,57
5967,7,9,2025-12-17,136,7,26,37
5968,369,14,2025-12-17,78,21,25,36
5969,109,13,2025-12-17,74,21,45,10
5970,36,9,2025-12-17,66,29,36,40
5971,58,1,2025-12-17,130,18,20,46
5972,534,2,2025-12-17,135,22,40,54
5973,67,13,2025-12-17,149,5,3,29
5974,515,3,2025-12-17,88,28,40,58
5975,495,6,2025-12-17,40,22,36,20
5976,201,2,2025-12-17,20,16,35,58
5977,630,6,2025-12-17,99,17,39,27
5978,341,3,2025-12-17,186,14,9,40
5979,607,14,2025-12-17,200,11,17,27
5980,129,5,2025-12-17,193,28,11,17
5981,152,15,2025-12-17,159,9,26,42
5982,69,2,2025-12-17,181,10,0,48
5983,687,2,2025-12-17,61,21,26,12
5984,13,10,2025-12-17,65,29,24,53
5985,43,5,2025-12-17,193,28,40,14
5986,184,13,2025-12-17,192,28,6,43
5987,369,11,2025-12-17,80,29,11,14
5988,518,3,2025-12-17,17,30,25,27
5989,19,9,2025-12-17,30,17,30,40
5990,732,11,2025-12-17,2,8,26,23
5991,731,3,2025-12-17,31,5,8,37
5992,123,3,2025-12-17,4,20,33,30
5993,38,15,2025-12-17,95,6,33,17
5994,227,4,2025-12-17,208,18,42,3
5995,22,9,2025-12-17,140,11,21,35
5996,19,11,2025-12-17,195,5,18,39
5997,259,14,2025-12-17,195,21,11,0
5998,261,14,2025-12-17,13,16,12,41
5999,181,11,2025-12-17,31,11,11,28
6000,38,10,2025-12-17,70,18,9,60
6001,592,3,2025-12-16,49,7,19,56
6002,719,12,2025-12-16,101,17,41,46
6003,485,11,2025-12-16,58,25,41,19
6004,237,2,2025-12-16,31,11,41,56
6005,374,5,2025-12-16,218,26,39,18
6006,418,14,2025-12-16,170,7,40,32
6007,278,13,2025-12-16,106,22,46,2
6008,42,9,2025-12-16,171,30,36,34
6009,458,13,2025-12-16,74,30,6,23
6010,675,4,2025-12-16,19,23,49,41
6011,432,13,2025-12-16,63,8,36,43
6012,192,9,2025-12-16,115,16,35,47
6013,395,2,2025-12-16,4,24,31,49
6014,90,12,2025-12-16,119,20,14,47
6015,57,14,2025-12-16,35,15,13,51
6016,166,1,2025-12-16,48,15,5,55
6017,513,5,2025-12-16,5,5,14,30
6018,499,3,2025-12-16,224,29,21,22
6019,294,9,2025-12-16,111,26,47,51
6020,492,13,2025-12-16,71,12,34,49
6021,538,7,2025-12-16,103,9,23,13
6022,497,7,2025-12-16,162,16,42,17
6023,51,5,2025-12-16,98,19,3,37
6024,198,5,2025-12-16,97,17,16,55
6025,100,3,2025-12-16,98,25,37,39
6026,140,10,2025-12-16,87,15,10,31
6027,87,11,2025-12-16,66,7,47,59
6028,528,12,2025-12-16,92,6,28,18
6029,125,15,2025-12-16,180,18,50,11
6030,123,15,2025-12-16,217,19,0,54
6031,128,3,2025-12-16,40,11,26,33
6032,13,1,2025-12-16,215,24,13,27
6033,286,1,2025-12-16,108,7,50,41
6034,281,9,2025-12-16,188,14,50,25
6035,105,1,2025-12-16,25,17,18,30
6036,97,5,2025-12-16,53,28,3,3
6037,621,14,2025-12-16,110,6,26,4
6038,608,15,2025-12-16,161,28,0,32
6039,274,9,2025-12-16,3,7,37,18
6040,527,1,2025-12-16,133,14,20,54
6041,465,4,2025-12-16,207,25,17,29
6042,543,8,2025-12-16,32,14,20,13
6043,341,7,2025-12-16,109,26,14,45
6044,404,2,2025-12-16,53,16,7,59
6045,237,6,2025-12-16,199,22,45,26
6046,784,4,2025-12-16,19,10,43,28
6047,132,10,2025-12-16,210,25,50,8
6048,192,4,2025-12-16,26,20,35,25
6049,67,2,2025-12-16,191,23,8,44
6050,57,10,2025-12-16,174,17,0,9
6051,800,12,2025-12-16,54,21,43,24
6052,792,10,2025-12-16,148,14,8,13
6053,559,14,2025-12-16,112,8,22,55
6054,140,15,2025-12-16,48,27,8,35
6055,697,6,2025-12-16,113,22,43,21
6056,41,1,2025-12-16,100,29,19,40
6057,116,11,2025-12-16,183,22,35,52
6058,30,11,2025-12-16,124,5,35,30
6059,38,6,2025-12-16,116,13,0,55
6060,108,12,2025-12-16,55,11,35,4
6061,536,7,2025-12-16,57,28,42,41
6062,26,15,2025-12-16,64,28,29,30
6063,442,8,2025-12-16,158,15,50,52
6064,403,3,2025-12-16,0,7,49,60
6065,604,1,2025-12-16,188,11,10,13
6066,14,7,2025-12-16,185,15,4,53
6067,538,2,2025-12-16,170,8,25,51
6068,69,7,2025-12-16,78,17,4,17
6069,511,6,2025-12-16,20,18,42,51
6070,128,14,2025-12-16,47,16,38,48
6071,299,9,2025-12-16,10,6,36,34
6072,635,5,2025-12-16,156,7,13,40
6073,28,13,2025-12-16,139,16,46,34
6074,497,8,2025-12-16,104,11,6,44
6075,691,14,2025-12-16,37,30,42,18
6076,681,8,2025-12-16,51,20,47,54
6077,773,7,2025-12-16,200,27,40,23
6078,311,14,2025-12-16,186,7,1,19
6079,534,1,2025-12-16,144,18,50,2
6080,352,8,2025-12-16,133,18,26,5
6081,23,11,2025-12-16,149,14,38,55
6082,429,12,2025-12-16,107,17,32,18
6083,488,5,2025-12-16,152,7,50,24
6084,389,11,2025-12-16,87,15,21,49
6085,492,10,2025-12-16,113,13,21,25
6086,235,1,2025-12-16,138,21,12,50
6087,395,7,2025-12-16,221,22,13,57
6088,85,14,2025-12-16,85,18,47,49
6089,758,1,2025-12-16,183,18,29,18
6090,9,6,2025-12-16,54,27,7,13
6091,152,3,2025-12-16,20,14,48,56
6092,649,14,2025-12-16,155,8,5,6
6093,403,4,2025-12-16,139,27,21,45
6094,292,13,2025-12-16,164,11,19,37
6095,83,3,2025-12-16,118,10,31,26
6096,192,7,2025-12-16,164,19,12,7
6097,494,12,2025-12-16,66,29,32,15
6098,772,12,2025-12-16,178,26,27,10
6099,558,7,2025-12-16,162,17,11,8
6100,381,12,2025-12-16,26,10,19,7
6101,336,7,2025-12-16,86,23,17,50
