id_venta,fecha_hora,id_cliente,id_sucursal,id_canal,id_metodo_pago,monto_subtotal,monto_descuento,monto_total,numero_factura
10810,2024-05-06 11:18:34,3854,1,1,2,102861.99,0.00,102861.99,F-00010810
10811,2024-12-13 21:01:16,746,2,2,3,25057.02,0.00,25057.02,F-00010811
10812,2023-01-03 13:40:20,,10,2,1,14717.96,0.00,14717.96,F-00010812
10813,2025-10-23 08:54:20,596,9,2,2,153870.10,0.00,153870.10,F-00010813
10814,2025-10-07 15:21:19,3164,15,1,4,46835.21,0.00,46835.21,F-00010814
10815,2023-05-04 07:58:47,,3,1,2,43425.42,0.00,43425.42,F-00010815
10816,2025-02-17 17:51:36,1981,14,1,2,42168.06,0.00,42168.06,F-00010816
10817,2025-12-15 11:43:24,4463,2,1,2,17380.93,0.00,17380.93,F-00010817
10818,2024-04-25 16:27:32,2506,11,2,1,101739.90,814.38,100925.52,F-00010818
10819,2025-03-18 03:49:14,2326,7,1,1,34165.96,0.00,34165.96,F-00010819
10820,2025-04-27 00:13:03,4220,14,1,2,38979.65,3798.63,35181.02,F-00010820
10821,2024-06-12 05:06:55,74,5,1,3,70717.73,0.00,70717.73,F-00010821
10822,2025-08-10 12:10:59,2678,8,1,4,162637.17,0.00,162637.17,F-00010822
10823,2023-04-24 17:46:42,3775,5,1,2,172346.45,0.00,172346.45,F-00010823
10824,2025-09-04 06:00:48,1252,15,1,3,134496.99,3179.30,131317.69,F-00010824
10825,2024-10-10 08:46:21,1529,6,1,1,114322.04,0.00,114322.04,F-00010825
10826,2023-09-16 15:11:15,284,7,1,4,147999.34,0.00,147999.34,F-00010826
10827,2023-10-20 14:21:59,,3,1,1,1924.56,0.00,1924.56,F-00010827
10828,2023-02-18 16:48:48,1634,10,3,3,116443.98,0.00,116443.98,F-00010828
10829,2024-06-18 11:20:49,4530,6,1,4,210036.18,0.00,210036.18,F-00010829
10830,2024-02-03 16:41:49,2934,14,1,2,95232.00,0.00,95232.00,F-00010830
10831,2025-05-18 05:10:34,3279,8,1,5,62610.30,0.00,62610.30,F-00010831
10832,2024-10-28 10:55:45,,5,1,2,143880.19,0.00,143880.19,F-00010832
10833,2024-11-11 08:56:59,3961,2,1,3,162259.29,0.00,162259.29,F-00010833
10834,2025-06-03 13:41:46,394,9,3,1,69273.07,0.00,69273.07,F-00010834
10835,2024-06-12 13:00:41,3000,4,1,2,46421.34,0.00,46421.34,F-00010835
10836,2023-10-31 18:32:40,1357,15,2,1,38233.48,0.00,38233.48,F-00010836
10837,2023-02-01 16:30:27,4338,12,2,2,48701.02,0.00,48701.02,F-00010837
10838,2025-03-19 12:44:17,1179,3,1,2,141426.89,0.00,141426.89,F-00010838
10839,2024-08-22 19:29:02,4509,12,2,2,25513.24,0.00,25513.24,F-00010839
10840,2024-09-21 16:53:28,761,12,2,2,70152.26,0.00,70152.26,F-00010840
10841,2025-03-06 10:31:07,3099,8,1,4,47733.99,0.00,47733.99,F-00010841
10842,2024-05-26 12:13:35,790,8,2,3,209256.88,0.00,209256.88,F-00010842
10843,2024-11-18 15:21:34,138,14,1,1,38668.89,0.00,38668.89,F-00010843
10844,2023-06-13 11:52:36,2283,13,3,3,70615.79,0.00,70615.79,F-00010844
10845,2024-09-25 10:25:28,2943,11,1,1,92262.27,0.00,92262.27,F-00010845
10846,2023-05-22 22:31:04,,3,2,3,155649.05,0.00,155649.05,F-00010846
10847,2023-09-09 14:13:37,2657,3,3,3,43482.74,0.00,43482.74,F-00010847
10848,2025-08-25 10:46:32,2863,3,1,3,64531.30,0.00,64531.30,F-00010848
10849,2025-10-30 15:32:36,,11,2,3,185943.63,0.00,185943.63,F-00010849
10850,2023-09-07 06:38:41,424,7,1,1,28364.27,0.00,28364.27,F-00010850
10851,2024-07-18 07:47:37,2501,13,1,1,68088.00,0.00,68088.00,F-00010851
10852,2025-10-25 10:01:21,1063,3,1,3,25434.40,0.00,25434.40,F-00010852
10853,2024-03-20 12:32:05,,15,1,3,152663.36,0.00,152663.36,F-00010853
10854,2024-05-04 02:48:16,1256,11,1,3,58971.80,0.00,58971.80,F-00010854
10855,2023-07-29 22:55:12,4178,8,1,1,411941.22,0.00,411941.22,F-00010855
10856,2023-09-20 08:49:57,2990,11,1,2,89239.06,4390.76,84848.30,F-00010856
10857,2025-07-09 12:56:46,2749,12,1,4,222373.44,0.00,222373.44,F-00010857
10858,2024-04-29 08:20:46,2017,3,1,3,78702.13,0.00,78702.13,F-00010858
10859,2024-06-10 07:22:43,641,7,1,3,7570.15,0.00,7570.15,F-00010859
10860,2025-01-20 14:18:05,4154,13,2,4,17547.83,0.00,17547.83,F-00010860
10861,2024-02-22 00:46:48,3064,15,1,3,183842.91,1473.20,182369.71,F-00010861
10862,2025-06-08 11:00:33,795,2,3,5,203188.08,0.00,203188.08,F-00010862
10863,2025-10-03 13:15:22,1054,4,3,1,44461.75,0.00,44461.75,F-00010863
10864,2023-08-01 16:14:15,4874,10,2,1,96399.64,0.00,96399.64,F-00010864
10865,2023-05-23 16:29:41,252,15,1,2,95878.23,0.00,95878.23,F-00010865
10866,2024-10-08 10:45:00,,9,1,2,77099.34,0.00,77099.34,F-00010866
10867,2024-03-02 13:48:31,1944,12,1,2,166388.02,0.00,166388.02,F-00010867
10868,2025-08-14 20:16:03,1658,14,1,2,29328.86,0.00,29328.86,F-00010868
10869,2024-08-13 09:01:48,1275,2,1,1,91658.62,0.00,91658.62,F-00010869
10870,2024-08-22 15:35:04,,5,1,3,56686.34,3251.16,53435.18,F-00010870
10871,2023-05-11 19:59:03,594,11,1,1,195613.39,0.00,195613.39,F-00010871
10872,2023-06-07 20:02:04,,3,1,2,195525.31,9487.72,186037.59,F-00010872
10873,2025-11-18 12:26:47,1473,2,1,2,39195.85,0.00,39195.85,F-00010873
10874,2024-06-24 17:10:20,780,15,3,5,32350.61,0.00,32350.61,F-00010874
10875,2024-05-02 10:23:07,2527,11,1,3,104631.35,0.00,104631.35,F-00010875
10876,2024-10-22 16:24:07,1612,3,1,1,198868.36,0.00,198868.36,F-00010876
10877,2024-08-18 19:29:18,3913,5,1,3,141407.20,0.00,141407.20,F-00010877
10878,2023-01-27 13:08:30,2490,2,1,3,171486.41,5949.73,165536.68,F-00010878
10879,2023-03-08 22:39:47,4339,13,1,3,147195.39,0.00,147195.39,F-00010879
10880,2023-08-16 18:30:14,1626,2,3,1,163409.07,0.00,163409.07,F-00010880
10881,2025-05-23 15:46:21,,11,1,2,23253.70,0.00,23253.70,F-00010881
10882,2024-10-13 09:16:37,3023,13,3,2,66096.88,0.00,66096.88,F-00010882
10883,2025-09-09 09:56:25,662,15,3,2,122049.33,0.00,122049.33,F-00010883
10884,2025-03-14 17:01:30,853,9,1,1,86734.29,0.00,86734.29,F-00010884
10885,2025-06-03 12:11:27,,8,1,1,16223.25,0.00,16223.25,F-00010885
10886,2024-05-02 12:30:28,,1,2,5,88859.28,2219.00,86640.28,F-00010886
10887,2023-01-08 13:11:40,1280,6,3,2,45445.34,0.00,45445.34,F-00010887
10888,2023-12-12 11:54:45,1820,1,2,2,43016.34,0.00,43016.34,F-00010888
10889,2023-06-15 19:23:35,,1,1,1,107756.86,0.00,107756.86,F-00010889
10890,2024-04-24 17:26:40,4819,1,2,5,18750.44,0.00,18750.44,F-00010890
10891,2023-04-02 00:50:58,2506,1,1,3,111944.71,0.00,111944.71,F-00010891
10892,2025-03-15 14:17:48,3040,12,2,2,124179.48,0.00,124179.48,F-00010892
10893,2024-09-09 08:13:03,2704,14,1,3,173453.32,0.00,173453.32,F-00010893
10894,2024-03-12 07:15:01,4515,9,3,2,238363.11,0.00,238363.11,F-00010894
10895,2023-12-31 19:16:37,3148,4,1,2,169444.33,20234.76,149209.57,F-00010895
10896,2023-08-11 06:56:18,,13,1,2,21062.77,0.00,21062.77,F-00010896
10897,2024-10-15 05:12:55,909,6,1,2,52187.27,0.00,52187.27,F-00010897
10898,2025-11-25 17:06:00,4126,13,1,4,179381.24,0.00,179381.24,F-00010898
10899,2025-08-20 08:54:48,1134,7,1,3,61803.00,0.00,61803.00,F-00010899
10900,2024-01-26 08:30:05,1842,10,1,3,11991.02,475.83,11515.19,F-00010900
10901,2023-02-24 14:51:07,2476,3,1,2,92549.92,0.00,92549.92,F-00010901
10902,2024-05-11 20:18:06,4426,3,1,2,124126.70,0.00,124126.70,F-00010902
10903,2025-02-24 08:27:29,3979,9,3,2,50806.14,0.00,50806.14,F-00010903
10904,2025-06-05 11:34:41,2464,5,2,1,178285.05,0.00,178285.05,F-00010904
10905,2023-12-12 14:44:40,349,2,1,2,83884.80,0.00,83884.80,F-00010905
10906,2024-01-01 12:42:37,2175,2,3,1,95688.91,6563.24,89125.67,F-00010906
10907,2023-05-06 18:25:38,1560,13,1,3,34965.07,0.00,34965.07,F-00010907
10908,2025-12-15 13:13:05,1042,12,1,1,115955.67,0.00,115955.67,F-00010908
10909,2025-01-06 15:10:59,4537,8,2,2,53677.74,0.00,53677.74,F-00010909
10910,2023-02-19 15:06:43,,12,3,2,31430.68,0.00,31430.68,F-00010910
10911,2025-09-03 12:10:07,2839,4,1,3,23110.90,0.00,23110.90,F-00010911
10912,2023-07-18 14:49:20,4038,14,1,2,95239.42,0.00,95239.42,F-00010912
10913,2025-12-06 07:19:18,,14,1,3,243315.30,0.00,243315.30,F-00010913
10914,2024-04-09 20:01:09,3706,5,1,5,161751.78,0.00,161751.78,F-00010914
10915,2023-10-27 11:52:27,,7,1,1,82993.69,0.00,82993.69,F-00010915
10916,2024-10-17 18:34:54,607,12,1,4,243368.26,0.00,243368.26,F-00010916
10917,2025-11-09 20:08:37,3397,3,1,1,13293.38,0.00,13293.38,F-00010917
10918,2023-09-23 18:30:22,2534,1,1,5,189419.03,0.00,189419.03,F-00010918
10919,2025-02-25 17:25:16,4818,3,3,4,57344.33,0.00,57344.33,F-00010919
10920,2025-09-07 01:39:19,3093,1,1,1,48872.90,0.00,48872.90,F-00010920
10921,2024-05-18 13:02:44,893,13,1,2,36312.51,0.00,36312.51,F-00010921
10922,2025-07-08 03:14:14,440,10,1,4,208795.17,0.00,208795.17,F-00010922
10923,2024-06-09 18:54:35,2036,11,1,1,147539.48,0.00,147539.48,F-00010923
10924,2024-02-27 19:49:01,2966,8,3,1,221555.06,0.00,221555.06,F-00010924
10925,2025-03-18 18:17:45,,4,1,1,264628.84,0.00,264628.84,F-00010925
10926,2024-08-09 17:38:48,1359,4,1,3,53644.58,0.00,53644.58,F-00010926
10927,2025-01-29 19:33:02,1871,2,1,3,83639.27,0.00,83639.27,F-00010927
10928,2023-03-14 14:19:57,2178,4,1,2,97094.20,77.11,97017.09,F-00010928
10929,2024-05-02 15:32:04,1936,13,2,2,67181.46,0.00,67181.46,F-00010929
10930,2025-05-21 16:37:47,1107,4,1,2,93197.98,0.00,93197.98,F-00010930
10931,2024-11-05 17:57:04,1609,13,1,4,211341.61,0.00,211341.61,F-00010931
10932,2023-11-18 18:55:32,1736,8,1,5,120572.34,0.00,120572.34,F-00010932
10933,2025-09-14 12:11:39,2087,9,1,1,233843.27,0.00,233843.27,F-00010933
10934,2024-06-10 10:59:40,4931,1,1,3,93253.26,0.00,93253.26,F-00010934
10935,2024-08-01 07:57:57,1519,12,1,1,17474.08,0.00,17474.08,F-00010935
10936,2024-02-28 18:16:54,4795,6,1,3,141028.40,0.00,141028.40,F-00010936
10937,2025-01-05 00:21:06,3633,8,1,1,40827.61,0.00,40827.61,F-00010937
10938,2025-09-16 12:59:28,407,14,1,2,227836.19,0.00,227836.19,F-00010938
10939,2024-09-15 18:00:40,3249,15,1,1,15877.74,0.00,15877.74,F-00010939
10940,2025-08-11 13:43:12,116,12,1,3,140567.07,0.00,140567.07,F-00010940
10941,2024-11-12 16:51:09,436,13,1,1,88835.37,0.00,88835.37,F-00010941
10942,2025-04-12 12:37:54,320,4,1,4,135242.69,0.00,135242.69,F-00010942
10943,2025-10-03 04:54:38,4075,12,3,2,123701.51,0.00,123701.51,F-00010943
10944,2023-06-02 19:07:22,656,5,1,1,96901.49,0.00,96901.49,F-00010944
10945,2025-07-29 16:52:04,2054,4,3,4,210607.14,0.00,210607.14,F-00010945
10946,2024-04-14 12:45:43,,11,1,2,93302.69,0.00,93302.69,F-00010946
10947,2024-10-05 12:43:22,4720,15,2,1,21491.27,0.00,21491.27,F-00010947
10948,2023-11-25 05:49:20,1637,10,1,2,197371.50,2560.67,194810.83,F-00010948
10949,2023-02-06 20:29:02,570,2,1,2,85660.54,0.00,85660.54,F-00010949
10950,2025-04-05 16:09:15,115,15,1,1,43663.97,0.00,43663.97,F-00010950
10951,2023-03-02 12:51:20,2736,6,1,2,51913.25,0.00,51913.25,F-00010951
10952,2025-06-20 13:03:43,1663,9,2,3,172463.65,2976.97,169486.68,F-00010952
10953,2024-12-15 22:00:43,,12,1,2,109673.28,0.00,109673.28,F-00010953
10954,2025-02-13 13:01:47,2347,15,3,1,6109.20,0.00,6109.20,F-00010954
10955,2023-05-12 10:28:19,3447,2,1,3,36079.91,0.00,36079.91,F-00010955
10956,2025-05-16 19:23:24,3883,8,1,1,89086.82,0.00,89086.82,F-00010956
10957,2024-04-12 12:43:36,4617,3,1,1,61791.88,0.00,61791.88,F-00010957
10958,2024-07-02 18:15:41,2638,8,1,3,162418.28,0.00,162418.28,F-00010958
10959,2025-04-24 17:19:55,,4,1,3,12419.90,0.00,12419.90,F-00010959
10960,2025-05-03 10:33:45,540,13,1,1,74339.84,0.00,74339.84,F-00010960
10961,2025-03-22 11:48:57,3275,12,1,1,54701.85,0.00,54701.85,F-00010961
10962,2024-01-28 11:56:22,2741,2,2,3,44650.56,0.00,44650.56,F-00010962
10963,2025-08-07 23:14:41,2130,10,1,2,61303.32,0.00,61303.32,F-00010963
10964,2023-12-03 12:51:33,92,10,1,3,163677.99,1972.42,161705.57,F-00010964
10965,2024-06-25 11:33:16,4341,3,1,3,142729.89,0.00,142729.89,F-00010965
10966,2024-01-28 16:01:25,2816,3,2,3,26168.70,0.00,26168.70,F-00010966
10967,2023-06-20 14:52:33,,2,1,1,27557.98,0.00,27557.98,F-00010967
10968,2025-03-28 06:52:57,1686,10,2,1,306957.85,24554.82,282403.03,F-00010968
10969,2023-05-13 08:26:17,2998,15,1,2,141344.14,0.00,141344.14,F-00010969
10970,2025-11-07 08:45:10,1710,6,1,2,140438.87,0.00,140438.87,F-00010970
10971,2023-08-22 16:44:34,1067,10,1,2,3747.26,0.00,3747.26,F-00010971
10972,2023-04-03 01:28:10,4568,3,1,3,77198.52,0.00,77198.52,F-00010972
10973,2024-01-21 17:12:25,,8,1,3,156948.71,2982.19,153966.52,F-00010973
10974,2023-09-11 08:37:21,3619,11,2,1,65457.13,0.00,65457.13,F-00010974
10975,2024-07-23 06:55:14,639,15,3,1,109176.45,0.00,109176.45,F-00010975
10976,2024-08-04 08:56:01,122,7,1,1,35328.15,0.00,35328.15,F-00010976
10977,2023-03-20 18:00:55,,11,1,2,92617.50,0.00,92617.50,F-00010977
10978,2024-05-10 09:41:36,427,8,1,3,111887.30,0.00,111887.30,F-00010978
10979,2024-06-21 14:03:58,4243,9,1,4,202664.86,0.00,202664.86,F-00010979
10980,2025-08-20 09:10:42,2746,7,1,2,77556.56,0.00,77556.56,F-00010980
10981,2024-06-20 18:33:31,545,7,2,2,108185.74,0.00,108185.74,F-00010981
10982,2024-01-29 12:51:36,410,5,2,1,46856.80,0.00,46856.80,F-00010982
10983,2023-05-20 18:59:53,2891,8,1,4,166559.89,0.00,166559.89,F-00010983
10984,2023-10-06 14:54:29,4009,3,3,2,22668.68,0.00,22668.68,F-00010984
10985,2024-04-30 17:03:36,4779,15,1,1,246035.29,0.00,246035.29,F-00010985
10986,2024-08-30 07:07:57,3431,7,2,4,26138.83,0.00,26138.83,F-00010986
10987,2024-07-01 11:23:13,2253,15,1,1,3658.40,0.00,3658.40,F-00010987
10988,2025-09-11 14:03:41,1490,3,1,1,109659.07,0.00,109659.07,F-00010988
10989,2024-04-14 14:37:09,1824,12,1,2,54807.10,0.00,54807.10,F-00010989
10990,2025-01-13 08:13:03,,11,1,5,148168.17,0.00,148168.17,F-00010990
10991,2023-07-04 04:17:57,2617,1,1,3,91283.78,0.00,91283.78,F-00010991
10992,2025-10-26 13:07:26,2284,14,1,3,261136.95,0.00,261136.95,F-00010992
10993,2023-03-30 17:41:09,2902,7,1,2,36698.36,0.00,36698.36,F-00010993
10994,2025-11-28 11:22:09,4,7,1,3,19382.43,0.00,19382.43,F-00010994
10995,2025-10-24 05:44:00,4640,12,2,2,57905.61,0.00,57905.61,F-00010995
10996,2023-08-23 11:25:12,672,3,3,3,68393.64,0.00,68393.64,F-00010996
10997,2023-12-13 12:19:07,,10,1,3,26819.40,0.00,26819.40,F-00010997
10998,2024-08-09 09:49:49,3583,9,1,1,191912.76,0.00,191912.76,F-00010998
10999,2023-07-31 08:03:42,4588,11,1,3,32966.36,0.00,32966.36,F-00010999
11000,2025-01-17 09:59:51,914,15,1,3,58298.15,0.00,58298.15,F-00011000
11001,2023-07-04 21:57:29,944,6,2,1,134084.57,0.00,134084.57,F-00011001
11002,2025-04-11 14:09:02,4631,8,1,2,41304.17,0.00,41304.17,F-00011002
11003,2024-12-01 09:21:11,4856,4,1,1,32519.06,0.00,32519.06,F-00011003
11004,2023-04-29 17:30:25,4462,13,1,2,112463.52,0.00,112463.52,F-00011004
11005,2025-06-18 21:58:57,3239,11,1,1,34930.43,0.00,34930.43,F-00011005
11006,2024-12-31 08:55:54,3359,12,1,4,253277.73,0.00,253277.73,F-00011006
11007,2024-10-06 14:16:19,4017,2,1,2,50246.73,0.00,50246.73,F-00011007
11008,2025-05-19 15:42:43,,12,1,3,122099.62,0.00,122099.62,F-00011008
11009,2024-06-08 13:08:22,2229,13,3,2,111289.35,0.00,111289.35,F-00011009
11010,2024-06-06 11:31:55,3920,14,1,2,226941.28,0.00,226941.28,F-00011010
11011,2023-07-27 18:53:15,1459,4,1,3,130325.65,0.00,130325.65,F-00011011
11012,2023-06-16 17:44:13,2446,5,1,1,40730.03,0.00,40730.03,F-00011012
11013,2024-05-17 13:49:25,,8,1,1,33950.15,0.00,33950.15,F-00011013
11014,2023-06-20 08:31:31,,7,1,4,105407.04,0.00,105407.04,F-00011014
11015,2025-05-19 02:51:16,4003,11,1,1,62782.11,0.00,62782.11,F-00011015
11016,2024-04-12 17:13:32,3241,15,3,3,83526.91,0.00,83526.91,F-00011016
11017,2023-04-01 21:20:51,587,7,1,5,30845.11,0.00,30845.11,F-00011017
11018,2023-04-29 17:48:08,,2,3,2,90215.80,0.00,90215.80,F-00011018
11019,2025-04-24 20:07:50,3057,10,2,2,139233.78,0.00,139233.78,F-00011019
11020,2025-11-26 16:19:39,260,13,1,1,150513.62,10065.82,140447.80,F-00011020
11021,2025-05-28 10:25:13,3365,10,2,1,114157.02,0.00,114157.02,F-00011021
11022,2025-04-05 06:08:41,338,3,3,1,104724.19,0.00,104724.19,F-00011022
11023,2025-07-19 21:18:46,4541,6,1,2,27123.54,0.00,27123.54,F-00011023
11024,2023-10-25 12:27:31,1284,14,1,1,291354.93,0.00,291354.93,F-00011024
11025,2023-02-01 07:03:21,1415,15,2,3,131120.36,0.00,131120.36,F-00011025
11026,2023-11-12 17:25:35,3850,15,1,1,2308.72,0.00,2308.72,F-00011026
11027,2023-10-27 16:51:51,4504,11,1,1,14682.82,1186.00,13496.82,F-00011027
11028,2025-07-29 17:56:38,4340,5,1,1,158271.41,0.00,158271.41,F-00011028
11029,2025-12-02 12:04:23,4276,14,1,2,57364.78,0.00,57364.78,F-00011029
11030,2023-06-16 12:58:28,4795,15,3,2,59717.05,0.00,59717.05,F-00011030
11031,2023-04-30 15:55:14,4735,2,1,1,158402.18,0.00,158402.18,F-00011031
11032,2023-10-13 21:24:11,226,15,1,2,229179.11,0.00,229179.11,F-00011032
11033,2023-11-03 19:56:35,4478,10,3,1,31469.05,0.00,31469.05,F-00011033
11034,2023-05-26 14:30:53,,9,3,4,97941.26,0.00,97941.26,F-00011034
11035,2024-03-27 11:48:35,2463,3,1,3,6960.56,0.00,6960.56,F-00011035
11036,2024-04-29 16:42:28,,12,1,1,142963.36,0.00,142963.36,F-00011036
11037,2025-10-04 19:03:19,4089,13,1,3,142591.77,0.00,142591.77,F-00011037
11038,2024-10-25 13:37:45,1585,13,1,3,35511.00,0.00,35511.00,F-00011038
11039,2024-07-07 22:17:18,464,10,1,3,108196.16,0.00,108196.16,F-00011039
11040,2023-09-19 12:48:55,1455,14,1,2,96278.11,0.00,96278.11,F-00011040
11041,2025-06-01 12:33:40,428,9,1,1,100535.16,0.00,100535.16,F-00011041
11042,2024-01-02 10:28:19,843,12,3,3,76983.30,0.00,76983.30,F-00011042
11043,2025-05-22 06:14:08,1846,11,1,3,67484.06,2537.15,64946.91,F-00011043
11044,2025-07-27 14:19:50,,11,3,3,31346.75,0.00,31346.75,F-00011044
11045,2023-01-17 17:15:37,491,2,2,1,26018.23,0.00,26018.23,F-00011045
11046,2025-04-17 18:15:19,1507,4,1,2,96844.59,0.00,96844.59,F-00011046
11047,2025-04-19 10:12:37,1878,1,1,3,29859.68,0.00,29859.68,F-00011047
11048,2025-08-06 20:38:47,152,8,3,1,159204.10,0.00,159204.10,F-00011048
11049,2023-10-16 19:23:00,4768,13,1,3,88511.62,0.00,88511.62,F-00011049
11050,2025-12-06 17:41:15,3113,2,1,3,27640.39,0.00,27640.39,F-00011050
11051,2024-07-03 18:06:51,2765,5,1,2,68536.26,0.00,68536.26,F-00011051
11052,2025-12-23 20:49:10,3181,5,2,2,37343.88,0.00,37343.88,F-00011052
11053,2023-03-27 07:49:53,2444,7,1,1,146106.39,0.00,146106.39,F-00011053
11054,2024-07-15 12:48:45,611,14,1,2,176112.09,0.00,176112.09,F-00011054
11055,2023-08-17 19:38:39,1023,9,1,4,63800.92,0.00,63800.92,F-00011055
11056,2024-10-31 19:42:31,2213,7,3,3,24498.61,0.00,24498.61,F-00011056
11057,2024-06-16 12:20:07,3645,5,1,2,23714.41,0.00,23714.41,F-00011057
11058,2025-08-26 09:44:05,2554,5,1,1,27800.78,0.00,27800.78,F-00011058
11059,2024-10-06 12:10:22,4253,11,1,1,126231.35,867.03,125364.32,F-00011059
11060,2024-11-19 14:10:42,4071,6,1,3,32260.44,0.00,32260.44,F-00011060
11061,2023-08-24 07:25:10,1037,12,1,3,241650.70,0.00,241650.70,F-00011061
11062,2024-04-12 21:54:04,,9,1,1,96329.97,0.00,96329.97,F-00011062
11063,2025-03-08 08:53:19,4578,8,1,3,231170.73,0.00,231170.73,F-00011063
11064,2023-02-24 19:58:15,2973,7,1,3,102069.60,0.00,102069.60,F-00011064
11065,2024-04-26 17:38:57,1363,13,1,2,134913.40,4661.49,130251.91,F-00011065
11066,2023-03-07 16:56:25,,4,2,5,147409.66,0.00,147409.66,F-00011066
11067,2023-03-05 09:37:34,741,7,1,3,260684.19,0.00,260684.19,F-00011067
11068,2024-10-12 14:10:10,1475,10,1,2,74092.67,0.00,74092.67,F-00011068
11069,2025-06-12 18:28:01,3362,2,1,2,91778.29,0.00,91778.29,F-00011069
11070,2025-05-16 13:13:15,193,12,3,5,96444.66,0.00,96444.66,F-00011070
11071,2024-12-06 08:14:43,4285,11,1,3,123905.78,0.00,123905.78,F-00011071
11072,2024-03-15 09:49:10,764,8,1,1,214347.42,0.00,214347.42,F-00011072
11073,2024-04-22 09:13:13,1846,8,2,3,88116.35,0.00,88116.35,F-00011073
11074,2025-11-25 14:24:43,,15,1,1,98905.57,0.00,98905.57,F-00011074
11075,2025-09-28 08:13:27,4762,14,1,2,76768.84,0.00,76768.84,F-00011075
11076,2023-05-21 15:45:32,,2,1,4,122596.37,0.00,122596.37,F-00011076
11077,2023-12-27 17:20:53,2579,3,3,2,88315.75,0.00,88315.75,F-00011077
11078,2025-12-07 13:03:40,901,4,1,2,202397.19,0.00,202397.19,F-00011078
11079,2023-09-21 15:31:21,1557,14,1,3,216537.56,0.00,216537.56,F-00011079
11080,2023-09-04 23:47:26,,8,2,1,83280.28,0.00,83280.28,F-00011080
11081,2023-04-06 23:02:46,3877,12,1,2,122800.82,0.00,122800.82,F-00011081
11082,2024-05-20 19:46:43,,11,2,3,74345.15,0.00,74345.15,F-00011082
11083,2025-12-18 08:47:09,,6,1,1,52020.19,0.00,52020.19,F-00011083
11084,2023-09-28 10:41:41,4248,12,2,1,31873.77,0.00,31873.77,F-00011084
11085,2024-11-24 21:39:15,1308,2,1,1,169604.51,0.00,169604.51,F-00011085
11086,2025-10-26 13:56:28,4368,5,1,5,235049.13,0.00,235049.13,F-00011086
11087,2025-06-21 17:20:57,1430,4,1,2,8538.56,0.00,8538.56,F-00011087
11088,2023-08-24 11:01:46,3504,2,1,1,131519.22,1302.61,130216.61,F-00011088
11089,2025-11-30 17:43:10,,8,1,3,113153.21,0.00,113153.21,F-00011089
11090,2025-07-27 14:06:15,357,2,1,4,40750.65,0.00,40750.65,F-00011090
11091,2024-04-17 18:08:03,,10,1,4,193125.97,0.00,193125.97,F-00011091
11092,2023-01-29 23:19:00,227,4,3,3,147968.34,0.00,147968.34,F-00011092
11093,2023-06-14 07:17:35,2297,14,1,1,121935.38,16914.32,105021.06,F-00011093
11094,2023-09-15 13:05:54,3673,5,1,3,110350.56,0.00,110350.56,F-00011094
11095,2023-12-19 18:44:11,4809,15,1,2,156998.79,0.00,156998.79,F-00011095
11096,2025-11-09 15:44:10,,11,1,3,149273.04,0.00,149273.04,F-00011096
11097,2025-03-24 16:45:54,639,2,2,3,172269.65,4720.59,167549.06,F-00011097
11098,2025-05-22 11:32:25,3662,9,1,1,18176.35,0.00,18176.35,F-00011098
11099,2024-10-01 12:39:25,2749,14,1,1,35043.83,0.00,35043.83,F-00011099
11100,2025-01-09 14:54:03,3891,6,2,1,19057.23,0.00,19057.23,F-00011100
11101,2025-09-22 12:06:47,,12,1,5,210987.62,25161.16,185826.46,F-00011101
11102,2023-01-07 07:07:28,,14,1,1,30070.27,0.00,30070.27,F-00011102
11103,2023-02-20 17:26:16,2971,4,2,2,121366.72,0.00,121366.72,F-00011103
11104,2024-06-17 13:32:31,1106,9,3,1,191123.15,0.00,191123.15,F-00011104
11105,2025-12-16 10:45:26,2833,12,1,1,20162.04,0.00,20162.04,F-00011105
11106,2025-12-08 15:02:59,2520,7,1,3,31983.39,0.00,31983.39,F-00011106
11107,2024-08-22 18:14:01,2225,15,1,1,161684.96,0.00,161684.96,F-00011107
11108,2023-10-13 20:10:31,530,7,3,2,110812.28,0.00,110812.28,F-00011108
11109,2024-01-19 02:48:01,2857,6,1,1,22482.38,0.00,22482.38,F-00011109
11110,2025-11-16 13:44:15,4453,3,1,1,112064.08,0.00,112064.08,F-00011110
11111,2024-04-29 19:10:42,2832,7,3,5,112921.64,0.00,112921.64,F-00011111
11112,2023-10-03 17:18:02,1962,9,1,4,177056.13,0.00,177056.13,F-00011112
11113,2024-10-22 14:41:34,4159,6,1,1,229719.37,1132.82,228586.55,F-00011113
11114,2024-04-20 10:10:08,1911,6,1,2,18488.60,0.00,18488.60,F-00011114
11115,2023-10-14 09:05:05,577,2,2,1,73977.73,0.00,73977.73,F-00011115
11116,2024-10-16 17:27:31,1303,9,1,2,6401.36,0.00,6401.36,F-00011116
11117,2025-04-26 19:55:20,4853,3,3,3,97548.45,0.00,97548.45,F-00011117
11118,2025-03-11 19:12:34,97,2,2,3,102391.83,0.00,102391.83,F-00011118
11119,2025-07-24 16:05:33,3015,7,1,1,56025.33,0.00,56025.33,F-00011119
11120,2024-08-06 11:19:44,573,4,1,1,170090.80,0.00,170090.80,F-00011120
11121,2025-08-30 16:36:14,212,5,1,3,186837.56,0.00,186837.56,F-00011121
